NO,NAMA PPIU,NOMOR SK,KONTAK & ALAMAT,CABANG,
1587,"PT. KHALIFAH WISATA HARAMAIN
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02200057508520002
TGL SK: 17-07-2024
DIREKTUR: YUMELDA","JL. KH. WAHID HASYIM NO. 8 A RT-RW: 00-00, KELURAHAN SUMAHILANG, KECAMATAN PEKANBARU KOTA, KOTA PEKANBARU, RIAU. TELEPON : 081376742154 EMAIL : PT.KHALIFAHWISATA.HARAMAIN@GMAIL.COM",0,Detail
1588,"PT. KHALIFAH WISATA INDONESIA
Akreditasi: A
Tgl Akreditasi: 28-06-2023
Lembaga Akreditasi: PT. MUTU AGUNG LESTARI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.65 TAHUN 2022 (NOMOR U.204 TAHUN 2020)
TGL SK: 22-09-2022
DIREKTUR: LISA OKTAVIANY","Jl. Raya Baruga Ruko Malino B01 Bukit Baruga Kel. Aantang, Kec. Manggala RT/RW. 001/002 Telepon : 04114861435 Email : khalifahwisata.ind@gmail.com",0,Detail
1589,"PT. KHANSA ANUGERAH HARAMAIN
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91201191226720004
TGL SK: 15-01-2022
DIREKTUR: IR. HASMIN","JL. ABD. DG SIRUA 2 NO. 1 C RT/RW: 00/04, KELURAHAN TAMAMAUNG, KECAMATAN PANAKKUKANG, KOTA MAKASSAR, SULAWESI SELATAN TELP. 08114110664 EMAIL : ANHA.TOUR@GMAIL.COM",1,Detail
1590,"PT. KHARISMA HARAMAIN INDONESIA
Akreditasi: B
Tgl Akreditasi: 03-09-2020
Lembaga Akreditasi: PT. INTI MULTIMA SERTIFIKASI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.331 TAHUN 2020
TGL SK: 28-04-2017
DIREKTUR: DRA. HJ. ERNI HARYANINGSIH, M.M.","""JL. AHMAD YANI NO. 335 MANAHAN,SURAKARTA TELP: 0271 728024 EMAIL: KHARISMA.TOUR335@GMAIL.COM""",0,Detail
1591,"PT. KHARISMA MARWAH AMIN
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91200102724950001
TGL SK: 29-01-2023
DIREKTUR: SYAIKHA AULIA","GEDUNG GOLDEN RAMA LANTAI 5, JL. TANAH ABANG II NOMOR 73-75 RT-RW: 001-004, KELURAHAN PETOJO SELATAN, KECAMATAN GAMBIR, KOTA ADM. JAKARTA PUSAT, DKI JAKARTA CANDRA@RAMAHTOUR.COM 0811900068",0,Detail
1592,"PT. KHARISMA PUTRA SEJAHTERA
Akreditasi: B
Tgl Akreditasi: 16-10-2023
Lembaga Akreditasi: PT Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","NOMOR U.524 TAHUN 2020
TGL SK: 06-12-2020
DIREKTUR: LUKMANUL HAKIM","JL. PEKAPURAN RAYA NO. 99 RT 001 RW 002, KEL. SUKATIANI, KEC. TAPOS, KOTA DEPOK PROV JAWA BARAT TELP. 0218748888 EMAIL: ANTINAWISATATOURTRAVEL@GMAIL.COM",0,Detail
1593,"PT. KHARISSA PERMAI HOLIDAY
Akreditasi: B
Tgl Akreditasi: 07-04-2021
Lembaga Akreditasi: PT. Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","NOMOR U.332 TAHUN 2021
TGL SK: 21-06-2021
DIREKTUR: HJ. ARIFAH","JL. CILOSARI NO. 24 B, RT. 09 RW. 04, KEL. CIKINI, KEC. MENTENG, KOTA JAKARTA PUSAT, PROVINSI DKI JAKARTA TELP. 021-3153954 EMAIL : KHARISSATOURS@YAHOO.COM",0,Detail
1594,"PT. KHASANAH GLOBAL TRAVELINDO
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91200072814610002
TGL SK: 28-01-2024
DIREKTUR: NURUL FATIMATUN KHASANAH","JALAN BANTUL NOMOR 456 DONGKELAN RT-RW: 001-000, KELURAHAN PANGGUNGHARJO, KECAMATAN SEWON, KAB. BANTUL, DAERAH ISTIMEWA YOGYAKARTA. TELEPON ; 081364113535 EMAIL : TRAVELINGEROPATEAM@GMAIL.COM",0,Detail
1595,"PT. KHAZANAH DARUL SAFAR
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","NOMOR U.224 TAHUN 2021
TGL SK: 22-04-2021
DIREKTUR: PUTRI ROSALINA","GEDUNG PERKANTORAN JIWASRAYA LT. 3 JL. RP. SOEROSONO. 41 KELURAHAN GONDANGDIA, KECAMATAN MENTENG, JAKARTA PUSAT, PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA TELP. 0213924203 EMAIL : KHAZANAHDARULSAFAR@GMAIL.COM",0,Detail
1596,"PT. KHAZANAH TAMMA INTERNASIONAL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02470101429530003
TGL SK: 06-03-2023
DIREKTUR: AHMAD SYAH FARHAN RACHMAN","EIGHTYEIGHT@KASABLANKA OFFICE TOWER A 26F, JALAN CASABLANCA RAYA KAV 88 RT-RW: 000-000, KELURAHAN MENTENG DALAM, KECAMATAN TEBET, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA. TELEPON : 02121282366 EMAIL : KHAZANAHTAMMA2020@GMAIL.COM",0,Detail
1597,"PT. KHAZZANAH AL-ANSHARY
Akreditasi: A
Tgl Akreditasi: 30-12-2020
Lembaga Akreditasi: PT. SUCOFINDO (PERSERO) SBU SERTIFIKASI & ECO FRAMEWORK
STATUS DAFTAR HITAM: TIDAK","NOMOR U.115 TAHUN 2021
TGL SK: 09-02-2021
DIREKTUR: A. ZAKY ZAKARIA ANSHARY","JL. RAYA CIPANAS NO. 100/12 RT. 002 RW. 006 DESA CIPANAS KEC. CIPANAS KAB. CIANJUR , JAWA BARAT TELP. 0263515566 EMAIL: KHAZZANAHTOURS@YAHOO.COM",14,Detail
1598,"PT. KHIDMAT LAMBAIAN KABAH
Akreditasi: B
Tgl Akreditasi: 19-10-2018
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR 312 TAHUN 2015
TGL SK: 20-10-2015
DIREKTUR: H. DAUD HARIS","ROYAL PALACE BLOK A11, JL. PROF. DR. SOEPOMO, SH NO. 178A, BLOK A 11 NO. 178A, KEL. MENTENG DALAM, KEC. TEBET, KOTA ADMINISTRASI JAKARTA SELATAN, TELP. (021) 8314769, 8352529, FAX. (021) 83791974, EMAIL: LABAIKA_UMHAJ@YAHOO.COM",0,Detail
1599,"PT. KHOLID OESMAN SAMAN
Akreditasi: A
Tgl Akreditasi: 20-11-2023
Lembaga Akreditasi: PT EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.286 TAHUN 2020
TGL SK: 24-09-2020
DIREKTUR: ATORI","RUKO FRANKFURT BLOK A NO. 10, KEL. CURUG SANGERENG, KEC. KELAPA DUA, KAB. TANGERANG, PROVINSI BANTEN TELP. (021) 5463350 EMAIL: KHOLIDTOURTRAVEL@GMAIL.COM",0,Detail
1600,"PT. KHOTIMAH AHMAD TOUR DAN TRAVEL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91204077118910005
TGL SK: 06-03-2023
DIREKTUR: AHMAD SUTOPO","JALAN RAYA PANJUNAN NO 22 KALITIDU RT-RW: 001-001, KELURAHAN , KECAMATAN , KAB. BOJONEGORO, JAWA TIMUR. TELEPON : 081335646812 EMAIL : PTKATT22@GMAIL.COM",0,Detail
1601,"PT. KHUBARA ALRIHLAT INDONESIA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91200016116040003
TGL SK: 23-12-2023
DIREKTUR: DESI NATALIA","""JALAN CIPUTAT RAYA NO.1-A RT-RW: 009-002, KELURAHAN PONDOK PINANG, KECAMATAN KEBAYORAN LAMA, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA"". TELEPON : 082317470789 EMAIL : KHUBARAALRIHLATINDONESIA@GMAIL.COM",0,Detail
1602,"PT. KHYA PATRIA MANDIRI
Akreditasi: A
Tgl Akreditasi: 19-09-2023
Lembaga Akreditasi: PT TIRTA MURNI SERTIFIKASI
STATUS DAFTAR HITAM: TIDAK","02201033039070001
TGL SK: 17-12-2021
DIREKTUR: ZAKIAH","JALAN JOMBANG RAYA NOMOR 5D RT/RW: 000/000, KELURAHAN PONDOK AREN, KECAMATAN PONDOK AREN, KOTA TANGERANG SELATAN, BANTEN TELP. 081295234307 EMAIL : KHYA.PATRIAMANDIRIWISATA@GMAIL.COM",0,Detail
1603,"PT. KIBLAT KORTASINDO PERDANA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","""NOMOR U.519 TAHUN 2021 (NOMOR 219 TAHUN 2018) ""
TGL SK: 29-07-2021
DIREKTUR: HANIFAH","GRAND GALAXY CITY RUKO RSO D 6, JAKASETIA, BEKASI SELATAN, 17147 PROVINSI JAWA BARAT TELP. 02182736339 EMAIL : KIBLATGROUP@GMAIL.COM",0,Detail
1604,"PT. KIBLATAIN JAYA WISATA
Akreditasi: B
Tgl Akreditasi: 16-03-2020
Lembaga Akreditasi: KEMENAG
STATUS DAFTAR HITAM: TIDAK","NOMOR 776 TAHUN 2019
TGL SK: 19-09-2019
DIREKTUR: SINTYA NURWAHYUNI","JL. RAYA LENTENG AGUNG NO. 139 RT. 001 RW. 002, KEL. LENTENG AGUNG, KEC. JAGAKARSA, JAKARTA SELATAN, DKI JAKARTA TELP. (021) 27870860 FAX. (021) 27870860 EMAIL: PUSAT.KIBLATAIN@GMAIL.COM",0,Detail
1605,"PT. KINANA MANDIRI WISATA
Akreditasi: A
Tgl Akreditasi: 28-02-2024
Lembaga Akreditasi: PT MSA CERTIFICATION
STATUS DAFTAR HITAM: TIDAK","IZIN: 91200045724020002 (NOMOR 876 TAHUN 2019)
TGL SK: 08-07-2024
DIREKTUR: RIFQI JUNAIDI","RUKO SENTRA EROPA BLOK A15 PERUMAHAN KOTA WISATA KEL. CIANGSANA, KEC. GUNUNG PUTRI, KABUPATEN BOGOR, KJAWA BARAT TELP. 085251572555 EMAIL: TRAVEL.KINANA@GMAIL.COM",0,Detail
1606,"PT. KINDAI PERMATA CILEGON
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","12170007013760005
TGL SK: 15-03-2023
DIREKTUR: FIFI LUTFIYAH","RUKO MEGA CILEGON BLOK A NO. 19 RT-RW: 006-002, KELURAHAN RAMANUJU, KECAMATAN PURWAKARTA, KOTA CILEGON, BANTEN. TELEPON : 08121216100 EMAIL: KINDAICILEGON@GMAIL.COM",0,Detail
1607,"PT. KINDAI TOURS & TRAVEL
Akreditasi: B
Tgl Akreditasi: 27-11-2020
Lembaga Akreditasi: PT. TIRTA MURNI SERTIFIKASI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.569 TAHUN 2020
TGL SK: 31-12-2020
DIREKTUR: H. THARIQ MAHMUD","JL. TAMAN BENDUNGAN JATILUHUR VII NO. 3 RT. 012 RW. 002,A V KEL BENDUNGAN HILIR, KEC. TANAH ABANG,KOTA ADM JAKARTA PUSAT, PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA TELP. 021-5704843 EMAIL : KINDAI.TOURSTRAVEL@YAHOO.COM",0,Detail
1608,"PT. KIRANI MEDIA WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","29032300061690001
TGL SK: 08-09-2023
DIREKTUR: ANDI NILAWATI ISLAHUDDIN","JALAN PENGAYOMAN TPS I-2 RT-RW: 003-003, KELURAHAN BUAKANA, KECAMATAN RAPPOCINI, KOTA MAKASSAR, SULAWESI SELATAN. TELEPON : 082192333881 EMAIL : KIRANI.MEDIAWISATA@GMAIL.COM",0,Detail
1609,"PT. KISARAH ANUGERAH WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02201057306140003
TGL SK: 07-06-2024
DIREKTUR: HUSIN BARIDWAN","""MENARA DEA (DEA TOWER I LT. 6 ZONE A2 JL. MEGA KUNINGAN BARAT KAV E4.3 NO. 1-2 JAKARTA SELATAN RT-RW: 005-002, KELURAHAN KUNINGAN TIMUR, KECAMATAN SETIABUDI, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA"". TELEPON : 08161909099 EMAIL : KISARAHWISATA2@YAHOO.COM",0,Detail
1610,"PT. KISWAH CAHAYA PERMATA
Akreditasi: B
Tgl Akreditasi: 29-05-2019
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR 789 TAHUN 2019
TGL SK: 19-09-2019
DIREKTUR: SITI MARYAM","JL. PANGERAN ANTASARI NO. 96, RT. 001, RW. 001, KEL. PEKAPURAN RAYA, KEC. BANJARMASIN TIMUR, BANJARMASIN, KALIMANTAN SELATAN. TELP. 05113260589 FAX : 05113260589 EMAIL : kiswah_cahaya_permata@yahoo.com",2,Detail
1611,"PT. KISWAH MULYA SEJAHTERA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91202002309730003
TGL SK: 30-03-2023
DIREKTUR: SLAMET TRIYADI","JL. PANGERAN KEJAKSAN NO. 99 RT-RW: -, KELURAHAN SIDAWANGI, KECAMATAN SUMBER, KAB. CIREBON, JAWA BARAT. TELEPON : 0231 8330799 EMAIL : KISWAHMULYASEJAHTERA@GMAIL.COM",0,Detail
1612,"PT. KISWAH PERMATA WISATA
Akreditasi: A
Tgl Akreditasi: 18-01-2024
Lembaga Akreditasi: PT EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.377 TAHUN 2021
TGL SK: 02-08-2021
DIREKTUR: MIFTAHUL MAULANA","RUKO APARTMENT EASTON PARK NOMOR 3 JALAN LENGKONG, KELURAHAN LENGKONG GUDANG TIMUR, KECAMATAN SERPONG, KOTA TANGERANG SELATAN, PROVINSI BANTEN GUDANG TIMUR IV TELP. 0217371190 EMAIL: KISWAHPERMATAWISATA@GMAIL.COM",0,Detail
1613,"PT. KJA ALIM TUR
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","31052300918330005
TGL SK: 13-09-2024
DIREKTUR: ABIZAR","JALAN JAMBORE NOMOR 5A PERUMAHAN GRAND KARTIKA RT-RW: 005-006, KELURAHAN CIBUBUR, KECAMATAN CIRACAS, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA. TELEPON : 02187730083 EMAIL : KJAALIMTUR@GMAIL.COM",0,Detail
1614,"PT. KOTA PIRING KENCANA TOUR
Akreditasi: C
Tgl Akreditasi: 25-10-2016
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR U.63 TAHUN 2022 (NOMOR U.5 TAHUN 2020)
TGL SK: 22-09-2022
DIREKTUR: JACHJA MACHMUD","JL. PEMUDA, RUKO GRAHA MAS PEMUDA BLOK AA-19 RW 09- RT 03, RAWAMANGUN, KOTA JAKARTA TIMUR, PROVINSI DKI JAKARTA TELP. 02147860999 EMAIL: KOTAPIRING.KENCANA@GMAIL.COM",0,Detail
1615,"PT. KRAKATAU CITRA INDONESIA
Akreditasi: B
Tgl Akreditasi: 23-12-2023
Lembaga Akreditasi: PT SUCOFINDO(PERSERO)SBU SERTIFIKASI & ECO FRAMEWORK(SUCOFINDO INTERNATIONAL CERTIFICATION SERVICES)
STATUS DAFTAR HITAM: TIDAK","NOMOR 544 TAHUN 2019
TGL SK: 26-06-2019
DIREKTUR: AMRU TAUFAN ALAMSYAH","JL. GARUDA NO. 67, RT. 003, RW. 010, KEL. LABUH BARU TIMUR, KEC. PAYUNG SEKAKI, KOTA PEKAN BARU, RIAU. TELP. (0761) 27140,34380, FAX. (0761) 27140. EMAIL : KRAKATAUCITRAINDONESIA@GMAIL.COM, KRAKATAUCITRAINDONESIA@YAHOO.CO.ID",0,Detail
1616,"PT. KRISMA MAKKAH WISATA
Akreditasi: B
Tgl Akreditasi: 06-11-2018
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR U.157 TAHUN 2020
TGL SK: 13-07-2020
DIREKTUR: HJ. ZUMROTUL HASANAH",GEDUNG M2 BLOK H NO. 1 LANTAI 4 JL. PAHLAWAN REVOLUSI A9 RT. 005 RW. 004 KEL. PONDOK BAMBU KEC. DUREN SAWIT - KOTA JAKARTA TIMUR PROVINSI DKI JAKARTA 13430 TELP. 02186615115 EMAIL: KMWPAJAK@GMAIL.COM,0,Detail
1617,"PT. KUBAH WISATA NUSANTARA
Akreditasi: A
Tgl Akreditasi: 14-04-2021
Lembaga Akreditasi: PT. Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","NOMOR 117 TAHUN 2018
TGL SK: 28-02-2018
DIREKTUR: LINDA RAHMAYANTI","IKA BUILDING, RUANG 203, LT. 2 KOMP. DUTA MERLIN BLOK B31 - B32, JL. GAJAH MADA NO. 3-5, RT-RW. 001-008, KEL. PETOJO UTARA, KEC. GAMBIR, KOTA ADM. JAKARTA PUSAT DKI JAKARTA TELP. (021) 6305144 EMAIL: KUBAHWISATA97@YAHOO.COM",0,Detail
1618,"PT. KUN MANDIRI TRAVELINDO
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02202077525920002
TGL SK: 20-09-2022
DIREKTUR: MUHAMMAD SOBRI","JALAN TRIBRATA NO 15 RT-RW: 002-010, KELURAHAN DURI BARAT, KECAMATAN MANDAU, KAB. BENGKALIS, RIAU TELP. 085278763669 EMAIL : KUNMANDIRITRAVELINDO@GMAIL.COM",0,Detail
1619,"PT. KURNIA BAROKAH SAMARA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","2908220070652
TGL SK: 17-01-2023
DIREKTUR: ENI SUSANTI","JL.BULU JAYA VI - 2 RT-RW: 003-004, KELURAHAN LONTAR, KECAMATAN SAMBIKEREP, KOTA SURABAYA, JAWA TIMUR KURNIABAROKAHSAMARA18@GMAIL.COM 081331021242",0,Detail
1620,"PT. KURNIA JAYA INTERNATIONAL
Akreditasi: C
Tgl Akreditasi: 21-08-2020
Lembaga Akreditasi: -
STATUS DAFTAR HITAM: TIDAK","NOMOR U.248 TAHUN 2020
TGL SK: 21-08-2020
DIREKTUR: H. ANDRI ANGGI KURNIA",JL. RAYA GADING ASRI NO. 1 CIANJUR RT. 01 RW. 17 DESA. BOJONG KEC. KARANGTENGAH PROVINSI JAWA BARAT KODE POS 43281 TELP. 0263290585 EMAIL: KURNIA_TOUR585@YAHOO.COM,0,Detail
1621,"PT. KURNIA SAIDA AL HARAMAIN
Akreditasi: A
Tgl Akreditasi: 27-05-2021
Lembaga Akreditasi: PT. Ekualindo Artha Sinergi
STATUS DAFTAR HITAM: TIDAK","NOMOR U.344 TAHUN 2021
TGL SK: 26-06-2021
DIREKTUR: H. SAID ZUBAIDI, SH","JL. RAYA CONDET NO. 13 RT. 01-03 KEL. BALEKAMBANG KEC. KRAMAT JATI KOTA ADM. JAKARTA TIMUR TELP. 021-80877254, 80882761, 9371616 FAX. 80882761 EMAIL: saida_travel@yahoo.co.id",0,Detail
1622,"PT. LAATANSA WISATA INTERNASIONAL
Akreditasi: A
Tgl Akreditasi: 28-11-2023
Lembaga Akreditasi: PT EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.295 TAHUN 2021
TGL SK: 21-06-2021
DIREKTUR: KHANIFAH","RUKAN MEDITERANIA MARINA BLOK D 21, JL. LODAN RAYA KEL. ANCOL KEC. PADEMANGAN KOTA JAKARTA UTARA PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA TELP: 02169837624 EMAIL: LAAWISTA@GMAIL.COM",0,Detail
1623,"PT. LABBAIK AMANAH UTAMA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91201042214360002
TGL SK: 24-10-2022
DIREKTUR: SUWANDI WIRAWAN","RUKO VILLA JOMBANG BARU BLOK D1 NOMOR 4, RT-RW: 03-14, KELURAHAN , KECAMATAN , KOTA TANGERANG SELATAN, BANTEN TELP. 08151872319 EMAIL: LABBAIKAMANAHUTAMA@GMAIL.COM",0,Detail
1624,"PT. LABBAIKA CIPTA IMANI
Akreditasi: B
Tgl Akreditasi: 29-12-2017
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR U.244 TAHUN 2021 (NOMOR 261 TAHUN 2018)
TGL SK: 22-04-2021
DIREKTUR: RENDY BHARATA PUTRA","RUKO PERUM PESONA PERMATA GADING 1 BLOK D-29, RT 01 RW. 15, DESA BLURU KIDUL, KEC. SIDOARJO, KAB. SIDOARJO, JAWA TIMUR TELP. (031) 99700104TELP. 03199700104 EMAIL: LABBAIKACIPTA@GMAIL.COM",0,Detail
1625,"PT. LABBAIKA QOLBU INTERNASIONAL
Akreditasi: A
Tgl Akreditasi: 29-08-2023
Lembaga Akreditasi: TROPICAL RAINFOREST INTERNATIONAL CERTIFICATION
STATUS DAFTAR HITAM: TIDAK","NOMOR U.267 TAHUN 2020
TGL SK: 07-09-2020
DIREKTUR: ZAINUL MUSTAQIM","RUKO GRAND CARUBAN NO. 6, JL. PANGLIMA SUDIRMAN, RT. 02, RW. 01, DESA BUDURAN, KECAMATAN WONOASRI, KABUPATEN MADIUN, PROVINSI JAWA TIMUR TELP. 03513890111 EMAIL: LABBAIKAQOLBUINT@GMAIL.COM",0,Detail
1626,"PT. LABBAIKA TOUR
Akreditasi: B
Tgl Akreditasi: 29-05-2019
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR 793 TAHUN 2019
TGL SK: 19-09-2019
DIREKTUR: ZAMRONI","JL. AIR DINGIN/DATUK AHMAD NO. 08 RT. 04 RW. 04 KEL. AIR DINGIN, KEC. BUKITRAYA, KOTA PEKANBARU, RIAU TELP. (0761) 674534 FAX. (0761) 674534 EMAIL: LABAIKATOUR@YAHOO.COM",4,Detail
1627,"PT. LABBAYK HARAMAIN TRAVEL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","30052300746070002
TGL SK: 21-09-2024
DIREKTUR: TASNIM","JL. RADIN INTEN II NO. 62 RT-RW: 006-014, KELURAHAN DUREN SAWIT, KECAMATAN DUREN SAWIT, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA. TELEPON : 0811893101 EMAIL : LABBAYKU@GMAIL.COM",0,Detail
1628,"PT. LAFATUNNISA WISATA TOUR TRAVEL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","22052300579490002
TGL SK: 31-10-2023
DIREKTUR: DANNY TRI WIBOWO","VILLA MUTIARA PLUIT BLOK B.3 NO. 8 - 9 RT-RW: 005-011, KELURAHAN PERIUK, KECAMATAN PERIUK, KOTA TANGERANG, BANTEN. TELEPON : 082124153678 EMAIL: LAFATUNNISATOUR@GMAIL.COM",0,Detail
1629,"PT. LAIBA ALFAYN NAIRA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","14052300258990005
TGL SK: 15-09-2024
DIREKTUR: GUNTUR FATHURRAHMAN","JL. HOS COKROAMINOTO NO.1 RT-RW: 001-003, KELURAHAN SUDIMARA BARAT, KECAMATAN CILEDUG, KOTA TANGERANG, BANTEN. TEEPON : 081218778419 EMAIL : LAIBAALFAYNNAIRA@GMAIL.COM",0,Detail
1630,"PT. LAMAHU TOUR&TRAVEL
Akreditasi: A
Tgl Akreditasi: 15-03-2021
Lembaga Akreditasi: PT. Sucofindo
STATUS DAFTAR HITAM: TIDAK","NOMOR U.278 TAHUN 2021
TGL SK: 22-04-2021
DIREKTUR: FREDY TOHOPI S. E",JL. SULTAN BOTUTIHE NO 62 KELURAHAN IPILO KECAMATAN KOTA TIMUR GORONTALO KOTA GORONTALO PROPINSI GORONTALO TELP. 04358522169 EMAIL: LAMAHUTOUR.GTO@GMAIL.COM,0,Detail
1631,"PT. LAMANDAU MITRA WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","NOMOR U.68 TAHUN 2021
TGL SK: 09-02-2021
DIREKTUR: ANIS JUWAIRIYAH",GRAHA PERMATA PANCORAN KAV. 32 BLOK A NOMOR 7 LT 2 JL. RAYA PASAR MINGGU RT 001 RW 004 KELURAHAN PANCORAN KECAMATAN PANCORAN KOTA JAKARTA SELATAN JAKARTA PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA TELEPON : 0217912044 EMAIL : LAMANDAUWISATA@GMAIL.COM,0,Detail
1632,"PT. LAMINDA TRAVELINDO MANDIRI
Akreditasi: A
Tgl Akreditasi: 29-12-2023
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","02201014111410001 (NOMOR U.133 TAHUN 2020) (NOMOR
TGL SK: 20-06-2024
DIREKTUR: RESYLVA SYLFIANI","""RUKO GREENAYA RESIDENCE NO. 7A JALAN INPRES RAYA RT.002/004 RT/RW: 002/004, KELURAHAN GAGA, KECAMATAN LARANGAN, KOTA TANGERANG, BANTEN"" TELP. 082299803924EMAIL:LAMINDATRAVELINDO@YAHOO.COM",0,Detail
1633,"PT. LAN TABUR UTAMA WISATA
Akreditasi: A
Tgl Akreditasi: 27-03-2023
Lembaga Akreditasi: PT. EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.20 TAHUN 2021
TGL SK: 13-01-2021
DIREKTUR: SHOHIB SAIFI",JALAN UTAN KAYU RAYA NOMOR 81 RT-RW 001-008 KELURAHAN UTAN KAYU UTARA KECAMATAN MATRAMAN KOTA JAKARTA TIMUR PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA TELP. 02122326259 EMAIL: LANTABURWISATA2@GMAIL.COM,0,Detail
1634,"PT. LANA NURI TOUR
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","24102200306850002
TGL SK: 22-10-2023
DIREKTUR: HAJI LALU ABDUL KADIR","PELAH RT-RW: 000-000, KELURAHAN MANGKUNG, KECAMATAN PRAYA BARAT, KAB. LOMBOK TENGAH, NUSA TENGGARA BARAT. TELEPON : 0818363132 EMAIL : LANANURITOUR09@GMAIL.COM",0,Detail
1635,"PT. LANTABUR AMANAH WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91203036520430002
TGL SK: 16-11-2023
DIREKTUR: MOCHAMAD ARIAWAN SUPUTRA","JL. PERINTIS KEMERDEKAAN NO. 11 RT-RW: 001-003, KELURAHAN WATESALIT, KECAMATAN BATANG, KAB. BATANG, JAWA TENGAH. TELEPON : 082223873373 EMAIL : LANTABURABADA@GMAIL.COM",0,Detail
